ucs,dn,temp1,tempmax1,tempmin1,tempavg1,temp2,tempmax2,tempmin2,tempavg2,temp3,tempmax3,tempmin3,tempavg3,temp4,tempmax4,tempmin4,tempavg4,temp5,tempmax5,tempmin5,tempavg5,temp6,tempmax6,tempmin6,tempavg6,temp7,tempmax7,tempmin7,tempavg7,temp8,tempmax8,tempmin8,tempavg8,temp9,tempmax9,tempmin9,tempavg9,temp10,tempmax10,tempmin10,tempavg10,temp11,tempmax11,tempmin11,tempavg11,temp12,tempmax12,tempmin12,tempavg12,temp13,tempmax13,tempmin13,tempavg13,temp14,tempmax14,tempmin14,tempavg14,temp15,tempmax15,tempmin15,tempavg15,temp16,tempmax16,tempmin16,tempavg16,temp17,tempmax17,tempmin17,tempavg17,temp18,tempmax18,tempmin18,tempavg18,temp19,tempmax19,tempmin19,tempavg19,temp20,tempmax20,tempmin20,tempavg20,temp21,tempmax21,tempmin21,tempavg21,temp22,tempmax22,tempmin22,tempavg22,temp23,tempmax23,tempmin23,tempavg23,temp24,tempmax24,tempmin24,tempavg24,temp25,tempmax25,tempmin25,tempavg25,temp26,tempmax26,tempmin26,tempavg26,temp27,tempmax27,tempmin27,tempavg27,temp28,tempmax28,tempmin28,tempavg28,temp29,tempmax29,tempmin29,tempavg29,temp30,tempmax30,tempmin30,tempavg30,temp31,tempmax31,tempmin31,tempavg31,temp32,tempmax32,tempmin32,tempavg32,temp33,tempmax33,tempmin33,tempavg33,temp34,tempmax34,tempmin34,tempavg34,temp35,tempmax35,tempmin35,tempavg35,temp36,tempmax36,tempmin36,tempavg36,temp37,tempmax37,tempmin37,tempavg37,temp38,tempmax38,tempmin38,tempavg38,temp39,tempmax39,tempmin39,tempavg39,temp40,tempmax40,tempmin40,tempavg40,temp41,tempmax41,tempmin41,tempavg41,temp42,tempmax42,tempmin42,tempavg42,temp43,tempmax43,tempmin43,tempavg43,temp44,tempmax44,tempmin44,tempavg44,temp45,tempmax45,tempmin45,tempavg45,temp46,tempmax46,tempmin46,tempavg46,temp47,tempmax47,tempmin47,tempavg47,temp48,tempmax48,tempmin48,tempavg48,temp49,tempmax49,tempmin49,tempavg49,temp50,tempmax50,tempmin50,tempavg50,code
USCT2V0Z01,sys/chassis-3/blade-8/board/memarray-1/mem-19,33,34.53333,37,33,36,34.375,36,33,37,35.70589,37,34,34,35.14285,37,34,34,35.06667,37,34,37,35.6875,37,34,36,35.2,36,34,36,34.25,36,33,36,34.72223,37,33,33,33.82352,35,33,33,33.58823,34,33,33,33.76471,35,33,33,33.36842,34,33,33,33.4375,34,33,33,33.4,34,33,33,33.16667,34,33,34,34,35,33,33,33.3125,34,33,33,33.29412,34,33,33,33.04167,34,32,33,33.9375,35,33,33,33.2353,34,33,34,34.1875,36,33,36,35.41177,36,34,34,35.45,36,34,36,35.73684,37,34,36,35.11765,36,34,35,35.47059,37,34,36,35.58824,36,34,37,36.41177,37,35,34,35.25,37,33,36,35.875,37,34,33,34.58823,37,33,35,35.47368,37,34,36,34.9375,36,33,35,35.23529,36,34,33,34.66667,36,33,36,35.625,37,34,33,34.77778,37,33,36,35.70588,37,34,35,35.35294,37,33,37,35.64706,37,34,35,35.55555,37,34,36,34.77778,36,34,33,35.5,37,33,35,35.61111,37,34,35,35.05882,37,34,37,35.5,37,34,36,34.9375,36,34,34,34.47619,36,33,0
USCT2V0Z01,sys/chassis-3/blade-7/board/memarray-1/mem-20,33,34.33334,36,33,36,34.15385,36,33,36,35,36,33,32,33.09091,35,32,32,33.41667,36,32,35,34.38461,36,33,32,33.33334,36,32,34,34.23077,36,33,35,34.4,36,32,33,32.92857,33,32,32,32,32,32,33,32.92857,35,32,32,32,32,32,33,32.84615,33,32,32,32,32,32,32,32.06667,33,32,32,32,32,32,32,32.76923,33,32,33,32.42857,33,32,33,32.90476,36,32,32,32,32,32,32,32,32,32,33,33.23077,35,33,36,34.78571,36,33,34,34.41177,36,33,36,34.875,36,33,35,33.92857,36,33,36,34.21429,36,33,32,33.35714,36,32,36,33.78571,36,32,33,34.28572,36,33,34,33.69231,36,32,33,34.14285,36,33,35,33.8125,35,32,35,33.61538,35,33,35,34.5,36,33,36,35,36,33,34,33.85714,35,32,36,34.2,36,33,35,33.28571,35,33,32,34.07143,36,32,34,33.86667,36,33,36,34.53334,36,32,36,34.46666,36,33,32,33.53333,36,32,34,34.375,36,33,33,34.42857,36,33,36,35.26667,36,33,36,34.42857,36,33,33,33.38889,35,32,0
USCT2V0Z01,sys/chassis-3/blade-6/board/memarray-1/mem-7,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,30.875,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30.83333,31,30,31,31,31,31,31,30.875,31,30,31,31,31,31,31,31,31,31,31,31,31,31,30,30.92857,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30.9,31,30,31,31,31,31,31,30.96297,31,30,31,30.81482,31,30,31,30.96297,31,30,31,31,31,31,31,30.96297,31,30,32,31.03704,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30.96429,31,30,31,30.96552,31,30,31,31,31,31,31,30.96552,31,30,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,0
USCT2V0Z01,sys/chassis-3/blade-2/board/memarray-1/mem-4,32,31.71429,32,31,31,31.06667,32,31,32,31.6,32,31,32,31.46154,32,31,31,31.28571,32,31,32,32,32,32,31,31.23077,32,31,32,32.73333,33,32,31,31,31,31,31,30.13333,31,29,31,30.06667,31,29,31,31.2,32,31,32,31.64706,32,31,31,31.92857,32,31,32,32,32,32,32,31.875,32,31,32,32,32,32,32,31.73333,32,31,31,31.86667,32,31,32,31.27273,32,30,32,31.92857,32,31,31,30.86667,31,30,31,31,31,31,32,31.6,32,31,32,31.72223,32,31,31,31.41177,32,31,32,31.66667,32,31,32,31.86667,32,31,32,31.93333,32,31,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31.06667,32,31,32,31.9375,32,31,31,31,32,30,31,31.8125,32,31,32,31.86667,32,31,32,32,32,32,31,31.13334,32,30,32,32,32,32,32,31.75,32,30,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31.92857,32,31,32,32.05263,33,32,0
USCT2V0Z01,sys/chassis-2/blade-8/board/memarray-1/mem-20,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,41.25,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40.75,41,40,41,41,41,41,0
USCT2V0Z01,sys/chassis-2/blade-7/board/memarray-1/mem-5,37,37,37,37,37,36.25,37,35,37,36.41177,37,36,37,36.14286,37,36,34,36.06667,37,34,37,36.375,37,36,37,36.33333,37,36,37,36.75,37,36,37,36,37,35,36,36.17647,37,36,37,36.52941,37,36,37,36.41177,37,36,37,36.52631,37,36,37,36.1875,37,35,37,36.33333,37,36,37,36.27778,37,36,37,36.38889,37,36,37,36.52941,37,36,37,37,37,37,36,36.33333,37,36,37,36.375,37,36,37,36.35294,37,36,37,36.3125,37,36,37,36.11765,37,35,37,36.45,37,35,37,36.47369,37,36,37,36.35294,37,36,37,37.05882,38,37,37,36.94117,37,36,37,37,37,37,38,37.05882,38,37,37,36.64706,37,36,37,36.05882,37,34,36,36.4,37,36,37,36.6875,37,36,37,36.61111,37,36,36,36.22222,37,35,37,36.52941,37,36,37,36.88889,37,36,37,36.58823,37,36,37,36.5,37,36,37,36.88889,37,36,37,36.83333,37,36,37,37,37,37,37,36.77778,37,36,37,36.61111,37,36,37,37,37,37,36,36.44445,37,35,36,36,36,36,37,36.66667,37,36,0
USCT2V0Z01,sys/chassis-2/blade-6/board/memarray-1/mem-17,40,39.4,40,39,40,40,40,40,40,40,40,40,41,40.5,41,40,41,40.4,41,40,41,40.5,41,40,41,40.4,41,40,41,40.16667,41,40,40,40,40,40,40,39.85714,40,39,41,40.33334,41,40,40,39.71428,40,39,40,39.88889,40,39,41,40.33334,41,39,41,40,41,39,40,39.875,40,39,40,39.85714,40,39,41,40.16667,41,39,41,40.42857,41,39,41,40.28571,41,40,41,40,41,39,41,40.16667,41,39,41,40.33334,41,39,41,40.28572,41,39,41,40.1,41,40,41,40.22222,41,40,40,39.85714,40,39,40,39.57143,40,39,40,40,40,40,40,40,40,40,40,40,40,40,40,39.5,40,38,40,39.57143,40,38,40,39.66667,40,39,40,39.16667,40,39,40,39.42857,40,39,40,39.375,40,39,40,39.28572,40,39,40,39.375,40,39,40,39.42857,40,39,40,39.28572,40,39,40,39.42857,40,39,40,39.75,40,39,41,40.125,41,40,40,39.75,40,39,40,39.375,40,39,40,39.42857,40,39,40,39.375,40,39,39,39,39,39,40,39.63636,40,39,0
USCT2V0Z01,sys/chassis-2/blade-2/board/memarray-1/mem-8,36,36,36,36,35,35.25,36,34,36,36,36,36,36,35.46667,36,35,36,36,36,36,36,36.0625,37,35,36,35.8,36,35,37,36,37,35,36,35.94444,36,35,36,35.76471,36,35,36,35.11765,36,34,35,35.70589,36,35,35,35.89473,36,35,36,35.0625,36,34,35,34.8,35,34,35,34.66667,35,34,36,34.76471,36,34,34,34.47059,35,34,35,34.58823,35,34,35,35.29167,36,34,35,34.4375,35,34,35,34.29412,35,34,35,34.375,35,34,36,36,36,36,36,36.2,37,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36.0625,37,36,36,36,36,36,37,36.38889,37,36,36,36,36,36,37,36.11111,37,36,36,36,36,36,36,36,36,36,36,36.77778,37,36,36,36.05556,37,36,37,37,37,37,36,36,36,36,36,36.05263,37,36,36,36.35294,37,36,36,36,36,36,37,37,37,37,37,36.76191,37,36,0
USCT2V0Z01,sys/chassis-1/blade-8/board/memarray-1/mem-5,32,32,32,32,33,33,33,33,32,32.33333,33,32,33,33,33,33,33,33,33,33,33,32.66667,33,32,33,33,33,33,33,33,33,33,33,33,33,33,33,32.75,33,32,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,35,34,34,34,34,33,33.2,34,33,34,33.5,34,33,33,33,33,33,34,33,34,32,33,32.81818,34,32,33,33,33,33,34,33.33333,34,33,33,32.66667,33,32,34,34,34,34,33,32.28572,33,31,32,32.66666,34,32,33,33.25,34,33,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,34,32,33,32.25,33,32,33,32.83333,34,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,32,31.75,32,31,32,31.75,32,31,31,31.4,32,31,31,31.4,32,31,32,32.6,34,32,34,33.6,34,33,34,33.6,34,33,33,33.25,34,33,33,32.6,33,32,32,32.33333,33,32,34,33.625,34,33,0
USCT2V0Z01,sys/chassis-1/blade-6/board/memarray-1/mem-8,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,32.9375,33,32,33,32.76471,33,32,33,32.89474,33,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33.10526,34,33,33,33.52631,34,33,34,33.6,34,33,33,33.05,34,33,33,33.85,34,33,34,33.88889,34,33,33,33.47368,34,33,33,33.66666,34,33,34,34,34,34,0
USCT2V0Z01,sys/chassis-1/blade-6/board/memarray-1/mem-22,38,38.4375,39,38,38,38.17647,39,38,38,38.70588,39,38,39,38.13334,39,38,38,38.5625,39,38,38,38,38,38,38,38,38,38,38,37.76471,38,37,37,37.89474,38,37,38,38,38,38,38,38,38,38,38,38.05555,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38.05555,39,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38.16667,39,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,39,38.27778,39,38,38,38,38,38,38,38,38,38,39,38.94737,39,38,39,39,39,39,39,39,39,39,39,39.31579,40,39,39,39.89473,40,39,40,39.55,40,39,39,39.1,40,39,40,39.95,40,39,40,39.94444,40,39,40,39.31579,40,39,39,39.5,40,39,40,39.86364,40,39,0
USCT2V0Z01,sys/chassis-1/blade-5/board/memarray-1/mem-4,32,32,32,32,31,31,31,31,30,30.25,31,30,31,31,31,31,31,30.5,31,30,31,31,31,31,31,30.5,31,30,31,31.66667,32,31,30,30.6,31,30,30,30.5,31,30,30,31,32,30,31,31.25,32,31,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,30,31,32,30,32,31.5,32,31,30,30.2,31,30,32,31.41667,32,30,31,31,32,30,33,32.75,33,32,31,31.33333,32,31,30,30.5,31,30,31,30.42857,31,30,30,30.5,31,30,30,30.5,31,30,31,30.5,31,30,30,30.25,31,30,30,30.25,31,30,30,30,30,30,33,32,33,31,32,31,32,30,31,31.57143,32,31,32,32,32,32,32,32.2,33,32,31,31.6,32,31,32,31.75,32,31,31,32,33,31,31,31,31,31,31,31.2,32,31,31,31.4,32,31,31,31,31,31,32,32,33,31,31,31.33333,32,31,31,31.16667,32,31,31,30.5,31,30,31,31.2,32,31,30,30.5,31,30,32,31.33333,33,31,0
USCT2V0Y02,sys/chassis-2/blade-2/board/memarray-1/mem-23,37,36.66666,37,36,37,36.9,37,36,37,36.45454,37,36,36,36.625,38,36,34,34,34,34,36,34.8,36,34,33,33.33333,34,33,33,33.7,35,33,33,33.33333,34,33,34,34.18182,35,34,33,33.18182,34,33,33,33.45454,34,33,33,33.07692,34,33,34,34.2,35,34,33,33,33,33,33,33.58333,34,33,33,33,33,33,34,34.4,35,34,34,33.63636,34,33,34,33.77778,35,33,33,33.2,34,33,33,33.63636,35,33,34,34,34,34,33,33.6,35,33,35,34.14285,35,33,33,33.78571,36,33,34,34,34,34,33,33.27273,34,33,34,33.54546,34,33,33,33.27273,34,33,34,34,34,34,33,33.3,34,33,33,33.27273,34,33,33,33.53846,34,33,34,33.9,34,33,34,34,35,33,33,33.33333,34,33,34,33.36364,34,33,33,33.41666,34,33,34,34.18182,35,34,33,33.5,34,33,34,33.54546,35,33,33,33.58333,34,33,34,34.16667,35,34,33,33.66666,34,33,33,33.30769,34,33,34,33.63636,34,33,35,34.25,35,34,34,33.45454,34,33,34,33.8,34,33,0
USCT2V0Y02,sys/chassis-2/blade-2/board/memarray-1/mem-22,34,33.33334,34,33,34,33.7,34,32,34,33.09091,34,32,33,33.5,34,33,31,31.22222,32,31,33,31.7,33,31,30,30.77778,31,30,31,30.7,31,30,30,30.75,31,30,31,31.09091,32,31,30,30.45454,31,30,31,30.54545,31,30,30,30.23077,31,30,31,31,31,31,31,30.33333,31,30,31,31,31,31,30,30,30,30,31,31.1,32,31,31,30.63636,31,30,31,30.83333,32,30,30,30.3,31,30,31,30.81818,32,30,31,31,31,31,31,30.9,32,30,31,31.14286,32,30,30,30.85714,32,30,31,31,31,31,31,30.45455,31,30,31,30.90909,31,30,30,30.09091,31,30,31,31,31,31,31,30.3,31,30,30,30.54545,31,30,31,30.61538,31,30,30,30.9,31,30,31,31,32,30,30,30.66667,31,30,31,30.45455,31,30,30,30.66667,31,30,31,31.09091,32,31,30,30.75,31,30,31,30.54546,32,30,31,31,31,31,31,31.08333,32,31,31,31,31,31,31,30.61538,31,30,31,30.72727,31,30,31,31,31,31,31,31,31,31,31,31,31,31,0
USCT2V0Y02,sys/chassis-2/blade-2/board/memarray-1/mem-2,28,28.11111,29,28,28,28.1,29,28,28,28.09091,29,28,29,29,29,29,30,30.88889,31,30,29,28.6,29,28,28,28.11111,29,28,28,28.1,29,28,28,28.41667,29,28,28,28,28,28,28,28.09091,29,28,29,28.27273,29,28,28,28.30769,29,28,28,28,28,28,28,28,28,28,28,28.25,29,28,28,28.27273,29,28,28,28.3,29,28,28,28,28,28,28,28.38889,30,28,28,28,28,28,29,28.72727,29,28,28,28,28,28,28,28.2,29,28,28,28.35714,30,28,28,28.5,30,28,28,28.27273,29,28,28,28.18182,29,28,28,28.09091,29,28,29,28.45455,29,28,28,28,28,28,28,28.1,29,28,28,28,28,28,28,28.46154,29,28,28,28,28,28,29,28.36364,29,28,28,28,28,28,29,28.18182,29,28,28,28.08333,29,28,28,28,28,28,28,28,28,28,28,28.18182,29,28,28,28.5,29,28,28,28.16667,29,28,28,28.5,30,28,28,28.07692,29,28,29,28.45455,29,28,28,28.08333,29,28,28,28.09091,29,28,28,28.13333,29,28,0
USCT2V0Y02,sys/chassis-2/blade-2/board/memarray-1/mem-20,37,36.55556,37,36,38,37.4,38,36,37,36.63636,37,35,36,36.875,38,36,34,34,34,34,36,34,36,33,34,34.11111,35,34,33,33.3,34,33,33,33,33,33,33,33.27273,34,33,34,34,34,34,33,33.27273,34,33,33,33,33,33,33,33.3,34,33,34,34,34,34,33,33.25,34,33,33,33,33,33,33,33.3,35,33,33,33.54546,34,33,34,34.05556,35,33,33,33,33,33,33,33.54546,34,33,33,33,33,33,34,34.2,35,34,34,33.78571,35,33,33,33.71429,36,33,33,33.09091,34,33,34,34,34,34,33,33,33,33,33,33,33,33,33,33.1,34,33,34,34,34,34,33,33,33,33,33,33.23077,34,33,33,33,33,33,33,33.45454,34,33,34,34,34,34,33,33.09091,34,33,33,33.16667,34,33,33,33.27273,34,33,34,34,34,34,33,33.27273,34,33,33,33.16667,34,33,33,33.33333,34,33,34,34,34,34,33,33.15385,34,33,33,33.27273,34,33,33,33.25,34,33,34,34.09091,35,34,34,33.46667,34,33,0
USCT2V0Y02,sys/chassis-2/blade-1/board/memarray-1/mem-8,32,32,32,32,32,30.88889,32,30,30,30,30,30,31,31.57143,32,31,32,32.09091,33,32,33,31.83333,34,31,32,32,32,32,31,31.16667,32,31,31,31,31,31,31,31.46154,32,31,32,32,32,32,32,31.30769,32,31,31,31,31,31,32,31.33334,32,31,31,31,31,31,32,32,32,32,31,31,31,31,31,31.58333,32,31,31,31,31,31,32,32,32,32,31,31,31,31,31,31.16667,32,31,31,31,31,31,32,32,32,32,31,31.4375,32,31,31,31.25,32,31,31,31,31,31,32,32,32,32,32,31.46154,32,31,31,31.15384,32,31,31,31,31,31,31,31.33333,32,31,32,32,32,32,31,31.13333,32,31,31,31,31,31,32,31.23077,32,31,32,32,32,32,31,31.15384,32,31,31,31,31,31,32,31.23077,32,31,32,32,32,32,31,31.15385,32,31,31,31,31,31,31,31.14286,32,31,31,31.71428,32,31,32,31.8,32,31,31,31,31,31,31,31.21429,32,31,31,31.07692,32,31,32,32,32,32,0
USCT2V0Y02,sys/chassis-2/blade-1/board/memarray-1/mem-13,30,30.125,31,30,30,30,30,30,30,30.22222,31,30,32,32.14286,33,32,32,32,32,32,32,31.58333,34,31,31,31.09091,32,31,31,31,31,31,32,31.92857,32,31,32,31.23077,32,31,31,31.15385,32,31,31,31.07693,32,31,31,31.53333,33,31,32,31.66667,32,31,31,31,31,31,32,33.71429,35,32,31,31,31,31,32,32.08333,33,32,31,31.15384,32,31,31,31.25,32,31,31,31,31,31,32,32,32,32,31,31.08333,32,31,32,31.08333,32,31,31,31.25,32,31,32,31.9375,32,31,31,31,31,31,31,31.07692,32,31,31,31,31,31,31,31.23077,32,31,32,32,32,32,31,31,31,31,31,31,31,31,31,31.06667,32,31,32,32,32,32,32,31.15385,32,31,31,31.07143,32,31,31,31,31,31,32,31.92857,32,31,31,31,31,31,31,31.07692,32,31,31,31,31,31,32,32,32,32,32,31.28572,32,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,31,31.07692,32,31,31,31.05882,32,31,0
USCT2V0Y02,sys/chassis-1/blade-8/board/memarray-1/mem-20,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41.2,42,41,42,41.4,42,41,42,42,42,42,40,40,40,40,40,40,40,40,41,41.5,42,41,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,40.33334,41,40,41,40.6,41,40,40,40,40,40,41,41.2,42,41,41,41,41,41,41,41.16667,42,41,41,40.66666,41,40,41,41,41,41,41,41,41,41,40,40.83333,41,40,40,40.75,41,40,42,42,42,42,0
USCT2V0Y02,sys/chassis-1/blade-7/board/memarray-1/mem-7,34,34.77778,35,34,35,34.62069,35,34,34,34.75862,35,34,35,34.74074,35,34,35,34.92857,35,34,35,35,35,35,35,35,35,35,34,34.96552,35,34,35,35,35,35,35,35,35,35,35,35,35,35,34,34.82758,35,34,35,35,35,35,35,35,35,35,35,34.96296,35,34,35,34.86666,35,34,35,35,35,35,35,34.96552,35,34,35,34.89655,35,34,35,35,35,35,35,34.96428,35,34,35,35,35,35,35,34.96428,35,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,34.55173,35,34,34,34.06896,35,34,35,35.03448,36,35,35,35.03448,36,35,35,35.20689,36,35,35,35,36,34,35,35,35,35,35,35.10714,36,35,35,35.13793,36,35,35,35,35,35,35,35,36,34,35,35.13333,36,35,35,35.10345,36,35,35,34.4,35,33,36,33.93103,36,32,33,33.06667,34,32,33,33,33,33,35,35,35,35,34,34,34,34,35,34.24137,35,33,33,34.73333,35,33,35,34.31034,35,33,35,35,35,35,0
USCT2V0Y02,sys/chassis-1/blade-6/board/memarray-1/mem-19,42,42,42,42,41,41,41,41,43,42.25,43,42,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,40,39.75,40,39,40,39.6,40,39,39,39,40,38,38,37.5,38,37,41,40.5,41,40,40,40.33334,41,40,40,40,40,40,40,40,40,40,39,39.6,40,39,41,40.2,41,40,40,39.75,40,39,41,40.5,41,40,41,40.72727,42,40,40,40,40,40,40,40.75,42,40,41,41.66667,42,41,41,41,42,40,41,40.28572,41,40,41,41,41,41,40,41.25,43,40,40,40.5,41,40,42,41.25,42,41,42,42,42,42,42,42,42,42,42,41.33333,42,41,40,40.5,41,40,40,41,42,40,42,42.33333,43,42,41,41.75,42,41,40,40.2,41,40,40,40.33333,41,40,41,41.2,42,40,41,41.25,42,41,42,42,42,42,43,42.75,43,42,41,41.2,42,41,42,41.6,42,41,41,41.4,42,41,43,43,43,43,43,43,43,43,42,42,42,42,41,41,41,41,43,43,43,43,0
USCT2V0Y02,sys/chassis-1/blade-5/board/memarray-1/mem-11,30,30.16666,31,29,29,29.65,31,29,29,29.65,31,29,31,29.72222,31,29,29,29.33334,30,29,30,29.2,30,29,30,29.55556,31,29,29,29.36842,31,29,29,29.33333,31,29,29,29.3,30,29,29,29.25926,30,29,29,29.22222,30,29,30,29.2069,30,28,29,29.23077,30,29,30,29.2,30,29,30,29.17857,30,29,29,29.07143,30,29,30,29.18519,30,29,29,29.03703,30,29,30,29.8,30,29,29,29.07692,30,29,30,29.85185,31,29,29,29.07692,30,29,30,29.33333,30,29,29,29.4,31,29,30,29.36666,30,29,29,29.14815,30,29,29,29.22222,31,29,29,29.29629,30,29,29,29.22222,30,29,29,29.18518,30,29,29,29.14815,30,29,29,29.11111,30,29,29,29.23333,30,29,30,29.38461,30,29,29,29.55556,30,29,29,29.10714,30,29,29,29.40741,30,29,29,29.46428,31,29,29,29.70371,31,29,29,29.07143,30,29,29,29.5,31,29,29,29.42858,30,29,29,29.58621,31,29,29,29.10345,30,29,29,29.58621,31,29,29,29.40741,31,29,30,29.82143,31,29,29,30.11111,31,29,29,29,29,29,0
USCT2V0Y02,sys/chassis-1/blade-1/board/memarray-1/mem-17,33,32.5,33,32,33,32.75,33,32,32,32.75,33,32,33,33,33,33,33,32.66667,33,32,31,31.75,33,31,33,33,33,33,33,33,33,33,32,31.6,32,31,32,31.6,32,31,33,33,33,33,31,31.75,32,31,32,32,33,31,31,31.75,32,31,33,33,33,33,32,32.6,33,32,32,32.4,33,32,33,33,33,33,33,33,33,33,32,32.16666,33,31,31,32,33,31,32,32.5,33,32,33,32.75,33,32,33,32.75,33,32,33,33,33,33,33,33,33,33,33,33,33,33,33,32.6,33,32,32,32,32,32,33,33,33,33,32,32,32,32,33,32.75,33,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32.2,33,32,34,34,34,34,34,34,34,34,34,34,34,34,34,33.75,34,33,33,32.2,33,32,33,33,33,33,34,33.83333,34,33,34,34,34,34,33,33.5,34,33,33,33,33,33,34,34,34,34,34,34,34,34,34,34,34,34,34,33.88889,34,33,0
USCT2V0Y01,sys/chassis-4/blade-8/board/memarray-1/mem-19,36,36.5,37,36,36,36,36,36,36,36.42857,37,36,35,34,35,33,36,35.83333,36,35,37,36.28572,37,36,34,34.83333,36,34,37,36.71428,37,36,35,34.88889,36,34,36,35,36,34,35,34.85714,36,34,36,35.14286,36,34,35,34.9,36,34,34,34.85714,36,34,34,35,36,34,36,35,36,34,35,34.375,35,33,34,34.42857,35,34,36,35.125,36,34,36,35.33333,36,34,35,35.14286,36,34,35,35.71428,36,35,35,35.14286,36,34,36,35.5,36,35,36,35,36,34,36,34.7,36,34,35,35.14286,36,34,36,35.375,36,35,35,34.57143,35,34,35,34.5,35,34,35,34.71428,36,34,35,35.57143,36,35,35,34.5,36,33,35,34.3,35,33,34,34.66666,36,34,34,35,36,34,36,35.33333,36,34,36,35.85714,36,35,36,35.44445,36,34,36,36.25,37,36,36,35.625,36,34,37,36.75,37,36,36,36.11111,37,36,37,36.66667,37,36,37,36.7,37,36,36,36.33333,37,36,36,36.125,37,35,36,36.44444,37,36,34,34.75,36,34,36,36.5,37,36,0
